Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Posicion;Plazo
Región del Maule;NA;Titular2247;Nombre2247;Solar;0.216;11.016;84;2
Región de Antofagasta;NA;Titular22;Nombre22;Eólica;4.8;180;26;9
Región de Valparaíso;NA;Titular1284;Nombre1284;Solar;0.216;11.75;185;5
Región del Biobío;NA;Titular1631;Nombre1631;Solar;0.216;11.016;256;3
Región de La Araucanía;NA;Titular728;Nombre728;Solar;0.264;11;423;3
Región de Los Lagos;NA;Titular815;Nombre815;Eólica;6.24;153;250;12
Región de Los Ríos;NA;Titular885;Nombre885;Hidro;0.108;3;42;6
Región de Coquimbo;NA;Titular640;Nombre640;Solar;0.12;4.24;168;5
Región de Valparaíso;NA;Titular1274;Nombre1274;Solar;0.1896;6;145;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2025;Nombre2025;Solar;0.36;7.14;138;3
Región de Valparaíso;NA;Titular1458;Nombre1458;Solar;3.12;84;115;5
Región de Tarapacá;NA;Titular1119;Nombre1119;Solar;0.288;13;40;5
Región de La Araucanía;NA;Titular691;Nombre691;Eólica;4.8;93;360;14
Región del Maule;NA;Titular2162;Nombre2162;Solar;0.288;9;196;2
Región del Maule;NA;Titular2354;Nombre2354;Solar;0.288;9;245;2
Región de Ñuble;NA;Titular1005;Nombre1005;Solar;0.072;3.49;320;4
Región de Atacama;NA;Titular326;Nombre326;Solar;6;169.02;141;2
Región del Maule;NA;Titular2148;Nombre2148;Solar;0.324;10.79;350;5
Región de Los Lagos;NA;Titular799;Nombre799;Eólica;7.8;304;260;8
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1897;Nombre1897;Solar;0.2016;8.5;186;3
Región de La Araucanía;NA;Titular722;Nombre722;Solar;0.1032;6.9;432;3
Región de Antofagasta;NA;Titular219;Nombre219;Solar;0.2376;10.89;74;3
Región del Maule;NA;Titular2125;Nombre2125;Solar;0.24;7.5;168;5
Región de Atacama;NA;Titular345;Nombre345;Solar;5.28;222.16;93;3
Región de Atacama;NA;Titular478;Nombre478;Solar;14.88;308.7;87;3
Región de Antofagasta;NA;Titular186;Nombre186;Solar;96;1009;60;3
Región de Valparaíso;NA;Titular1278;Nombre1278;Solar;0.0696;4.1;10;5
Región de Ñuble;NA;Titular1015;Nombre1015;Solar;0.264;11;240;3
Región de Ñuble;NA;Titular989;Nombre989;Solar;0.264;10.52;32;4
Región de Los Lagos;NA;Titular853;Nombre853;Solar;0.36;9;330;4
Región del Maule;NA;Titular2113;Nombre2113;Solar;0.264;11.04;196;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1748;Nombre1748;Solar;0.288;9.58;12;5
Región de Antofagasta;NA;Titular141;Nombre141;Solar;4.08;188;14;3
Región de Los Ríos;NA;Titular901;Nombre901;Solar;0.36;7.42;56;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2037;Nombre2037;Solar;0.288;11.64;258;2
Región del Maule;NA;Titular2192;Nombre2192;Solar;0.2352;10.34;70;4
Región de Ñuble;NA;Titular966;Nombre966;Solar;0.216;7.205;704;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1945;Nombre1945;Solar;0.48;11.189;276;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1864;Nombre1864;Solar;0.1848;8.38;114;5
Región del Maule;NA;Titular2175;Nombre2175;Solar;2.112;90;266;5
Región del Biobío;NA;Titular1548;Nombre1548;Eólica;6.72;198;56;14
Región de Arica y Parinacota;NA;Titular286;Nombre286;Solar;0.2568;10.52;240;3
Región del Maule;NA;Titular2040;Nombre2040;Eólica;8.352;316.8;245;14
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1742;Nombre1742;Solar;0.264;11;30;2
Región de Valparaíso;NA;Titular1511;Nombre1511;Solar;0.24;11.2617;60;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1928;Nombre1928;Solar;0.288;12;36;2
Región de Valparaíso;NA;Titular1449;Nombre1449;Solar;0.264;9.936;30;4
Región de Antofagasta;NA;Titular130;Nombre130;Solar;0.324;10.79;48;5
Región del Maule;NA;Titular2246;Nombre2246;Solar;0.288;12;287;2
Región de Valparaíso;NA;Titular1226;Nombre1226;Solar;1.8;68.32;245;4
Región de Valparaíso;NA;Titular1351;Nombre1351;Solar;0.6;10.16;230;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1813;Nombre1813;Solar;3.504;121;102;2
Región de La Araucanía;NA;Titular677;Nombre677;Eólica;1.56;39.6;72;10
Región de Valparaíso;NA;Titular1465;Nombre1465;Solar;0.2616;10.8;25;5
Región del Maule;NA;Titular2156;Nombre2156;Solar;2.112;90;70;5
Región del Biobío;NA;Titular1646;Nombre1646;Solar;0.24;9;376;4
Región de La Araucanía;NA;Titular737;Nombre737;Solar;0.264;11.22;99;4
Región de Valparaíso;NA;Titular1457;Nombre1457;Solar;0.24;12;235;5
Región del Maule;NA;Titular2127;Nombre2127;Solar;0.2904;10.78;259;4
Región de Los Lagos;NA;Titular834;Nombre834;Hidro;0.36;7.3;100;6
Región de Coquimbo;NA;Titular596;Nombre596;Solar;7.128;394;16;3
Región del Maule;NA;Titular2054;Nombre2054;Solar;0.2112;10.83;238;4
Región del Maule;NA;Titular2289;Nombre2289;Solar;0.24;11;308;3
Región de La Araucanía;NA;Titular749;Nombre749;Solar;0.24;10.33;450;3
Región de Antofagasta;NA;Titular153;Nombre153;Solar;18.912;788;88;3
Región del Biobío;NA;Titular1569;Nombre1569;Eólica;5.52;208.8;392;12
Región de Coquimbo;NA;Titular572;Nombre572;Solar;0.24;13;180;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2030;Nombre2030;Solar;0.24;6.5;42;3
Región de Magallanes y de la Antártica Chilena;NA;Titular935;Nombre935;Hidro;0.192;1;252;6
Región del Maule;NA;Titular2355;Nombre2355;Solar;0.288;7.1;287;4
Región de Coquimbo;NA;Titular612;Nombre612;Solar;0.288;12;92;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1744;Nombre1744;Solar;0.96;63.07;108;4
Región de La Araucanía;NA;Titular766;Nombre766;Solar;0.1032;6.9;252;2
Región de Los Lagos;NA;Titular797;Nombre797;Eólica;0.384;21.6;30;10
Región del Biobío;NA;Titular1638;Nombre1638;Solar;0.24;10.7;400;2
Región de Atacama;NA;Titular403;Nombre403;Solar;5.76;235;132;4
Región de Antofagasta;NA;Titular99;Nombre99;Solar;10.8;489;8;3
Región de Coquimbo;NA;Titular551;Nombre551;Solar;0.288;13.24;92;5
Región del Maule;NA;Titular2275;Nombre2275;Solar;0.288;12;203;4
Región de Antofagasta;NA;Titular227;Nombre227;Solar;0.288;11.3;96;3
Región de La Araucanía;NA;Titular745;Nombre745;Solar;0.264;11;207;5
Región del Biobío;NA;Titular1664;Nombre1664;Solar;0.2448;11.36;232;3
Región de Atacama;NA;Titular358;Nombre358;Solar;3.36;150.042;57;2
Región de Los Ríos;NA;Titular874;Nombre874;Eólica;6.72;216;658;15
Región de Valparaíso;NA;Titular1335;Nombre1335;Solar;2.784;161.1;225;3
Región de Atacama;NA;Titular313;Nombre313;Solar;0.264;12.5;18;4
Región de Antofagasta;NA;Titular13;Nombre13;Eólica;15.48;336;90;13
Región de Valparaíso;NA;Titular1423;Nombre1423;Solar;0.252;11.6;160;5
Región de Antofagasta;NA;Titular191;Nombre191;Solar;0.288;11.3;16;3
Región de Coquimbo;NA;Titular658;Nombre658;Solar;0.24;8.77;64;2
Región de Los Ríos;NA;Titular925;Nombre925;Solar;0.504;21.27;560;4
Región de Atacama;NA;Titular416;Nombre416;Solar;0.216;7.45;15;3
Región de Antofagasta;NA;Titular119;Nombre119;Solar;5.712;265;10;5
Región de Valparaíso;NA;Titular1237;Nombre1237;Solar;0.0096;0.5;40;3
Región del Biobío;NA;Titular1722;Nombre1722;Solar;0.24;10.53;392;2
Región de Atacama;NA;Titular317;Nombre317;Solar;1.776;84.64;24;4
Región de Los Lagos;NA;Titular850;Nombre850;Solar;0.36;9;70;5
Región de Antofagasta;NA;Titular36;Nombre36;Eólica;5.904;204.6;82;15
Región de Coquimbo;NA;Titular485;Nombre485;Eólica;2.8608;79.5;132;13
Región de Coquimbo;NA;Titular669;Nombre669;Solar;0.2016;10.66;76;2
Región de Ñuble;NA;Titular1094;Nombre1094;Solar;0.288;12;240;3
Región de Coquimbo;NA;Titular600;Nombre600;Solar;3.312;172.68;24;3
Región de Los Lagos;NA;Titular858;Nombre858;Solar;0.24;12.5;10;4
Región de Tarapacá;NA;Titular1202;Nombre1202;Solar;7.836;362.76;11;3
Región del Maule;NA;Titular2272;Nombre2272;Solar;0.24;13.12;35;2
Región de Valparaíso;NA;Titular1245;Nombre1245;Solar;0.0744;2.3;240;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1814;Nombre1814;Solar;4.008;207.86;126;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1853;Nombre1853;Solar;0.1848;8.38;84;3
Región de Ñuble;NA;Titular1003;Nombre1003;Solar;0.1776;9.02;512;5
Región de Valparaíso;NA;Titular1276;Nombre1276;Solar;0.18;7.01568;220;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1728;Nombre1728;Eólica;3.6;138;18;10
Región de Coquimbo;NA;Titular666;Nombre666;Solar;0.036;0.47;108;3
Región de Ñuble;NA;Titular1084;Nombre1084;Solar;0.24;10.66;688;3
Región de Atacama;NA;Titular339;Nombre339;Solar;3.12;95;66;5
Región del Biobío;NA;Titular1534;Nombre1534;Eólica;13.68;475.2;272;15
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1968;Nombre1968;Solar;0.264;9;276;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1857;Nombre1857;Solar;0.36;9.99;48;4
Región de Tarapacá;NA;Titular1132;Nombre1132;Solar;5.4;216.71;37;5
Región del Maule;NA;Titular2207;Nombre2207;Solar;4.8;90;140;2
Región de Valparaíso;NA;Titular1496;Nombre1496;Solar;0.6;10.16;65;2
Región del Biobío;NA;Titular1554;Nombre1554;Eólica;0.408;16.8;232;15
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1981;Nombre1981;Solar;0.24;10.8;174;4
Región del Maule;NA;Titular2120;Nombre2120;Solar;0.2352;10.34;91;3
Región del Maule;NA;Titular2122;Nombre2122;Solar;3.36;187.5;140;3
Región de Los Lagos;NA;Titular829;Nombre829;Eólica;0.1848;11;170;13
Región del Maule;NA;Titular2117;Nombre2117;Solar;0.288;12;84;3
Región de Atacama;NA;Titular437;Nombre437;Solar;1.776;84.64;36;5
Región de Valparaíso;NA;Titular1506;Nombre1506;Solar;0.2688;10.89;195;5
Región del Maule;NA;Titular2071;Nombre2071;Solar;2.112;90;259;4
Región de Coquimbo;NA;Titular616;Nombre616;Solar;0.288;13.24;92;2
Región de Antofagasta;NA;Titular83;Nombre83;Solar;0.228;12.5;6;5
Región de La Araucanía;NA;Titular750;Nombre750;Solar;0.264;11;117;3
Región de Ñuble;NA;Titular1069;Nombre1069;Solar;0.264;11;256;5
Región de Valparaíso;NA;Titular1519;Nombre1519;Solar;0.192;7.13;205;4
Región del Biobío;NA;Titular1615;Nombre1615;Solar;0.168;7.016;232;2
Región del Maule;NA;Titular2312;Nombre2312;Solar;4.392;120;91;5
Región de Antofagasta;NA;Titular95;Nombre95;Solar;4.8;155;22;5
Región del Maule;NA;Titular2121;Nombre2121;Solar;0.216;10.5;133;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1889;Nombre1889;Solar;0.48;11.189;174;4
Región de Antofagasta;NA;Titular97;Nombre97;Solar;9.6;404;26;4
Región de Ñuble;NA;Titular1104;Nombre1104;Solar;0.36;10.85;608;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1898;Nombre1898;Solar;0.288;14;198;5
Región de Coquimbo;NA;Titular671;Nombre671;Solar;0.288;11.78;200;2
Región de La Araucanía;NA;Titular701;Nombre701;Hidro;0.5064;19.9;342;3
Región de Coquimbo;NA;Titular598;Nombre598;Solar;0.432;10.47;92;4
Región del Maule;NA;Titular2128;Nombre2128;Solar;0.216;10.67;49;4
Región de Valparaíso;NA;Titular1488;Nombre1488;Solar;0.216;11.75;205;5
Región de Coquimbo;NA;Titular642;Nombre642;Solar;0.336;11.1;28;4
Región de Ñuble;NA;Titular1019;Nombre1019;Solar;0.264;11;768;3
Región del Maule;NA;Titular2281;Nombre2281;Solar;0.288;12.19;294;3
Región de Valparaíso;NA;Titular1368;Nombre1368;Solar;0.24;8.99;140;3
Región del Maule;NA;Titular2107;Nombre2107;Solar;0.2376;10.79;140;4
Región de Valparaíso;NA;Titular1451;Nombre1451;Solar;1.44;81.17;65;2
Región de Valparaíso;NA;Titular1355;Nombre1355;Solar;1.44;81.17;140;3
Región de Coquimbo;NA;Titular492;Nombre492;Eólica;2.8608;79.5;112;16
Región de Ñuble;NA;Titular1088;Nombre1088;Solar;0.1776;9.02;128;5
Región de Valparaíso;NA;Titular1283;Nombre1283;Solar;0.288;10.57;55;5
Región de Coquimbo;NA;Titular655;Nombre655;Solar;1.5408;63.76;52;5
Región de Ñuble;NA;Titular1091;Nombre1091;Solar;0.216;11.016;128;2
Región de Los Lagos;NA;Titular821;Nombre821;Eólica;0.384;21.6;230;12
Región de Valparaíso;NA;Titular1477;Nombre1477;Solar;0.144;7.5;245;4
Región de Valparaíso;NA;Titular1428;Nombre1428;Solar;0.2544;10.66;105;4
Región de Los Lagos;NA;Titular845;Nombre845;Solar;0.648;13.688;100;5
Región de Los Lagos;NA;Titular839;Nombre839;Hidro;0.0024;0.3;160;2
Región del Maule;NA;Titular2362;Nombre2362;Solar;0.324;10.79;350;5
Región del Maule;NA;Titular2079;Nombre2079;Solar;0.288;9;140;3
Región de Valparaíso;NA;Titular1378;Nombre1378;Solar;0.144;7.2;40;2
Región de La Araucanía;NA;Titular697;Nombre697;Hidro;0.5064;19.9;333;4
Región de Antofagasta;NA;Titular199;Nombre199;Solar;0.288;12.5;74;5
Región de Atacama;NA;Titular425;Nombre425;Solar;0.288;12.5;75;3
Región de Valparaíso;NA;Titular1353;Nombre1353;Solar;0.2952;9;20;4
Región de Los Lagos;NA;Titular836;Nombre836;Hidro;0.288;6;70;2
Región del Biobío;NA;Titular1583;Nombre1583;Eólica;6.72;198;352;11
Región de Coquimbo;NA;Titular574;Nombre574;Solar;0.24;4.5;132;3
Región de Valparaíso;NA;Titular1336;Nombre1336;Solar;0.24;10.61;15;2
Región de Los Ríos;NA;Titular898;Nombre898;Solar;0.504;21.27;686;2
Región de Los Lagos;NA;Titular778;Nombre778;Eólica;5.376;100;380;12
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1894;Nombre1894;Solar;0.312;9.97;246;3
Región del Maule;NA;Titular2168;Nombre2168;Solar;0.216;10.416;21;3
Región del Maule;NA;Titular2282;Nombre2282;Solar;2.4;100;280;3
Región del Biobío;NA;Titular1586;Nombre1586;Eólica;0.72;21;80;13
Región de La Araucanía;NA;Titular742;Nombre742;Solar;0.264;6.74;378;5
Región de La Araucanía;NA;Titular747;Nombre747;Solar;0.264;11;45;3
Región de Valparaíso;NA;Titular1416;Nombre1416;Solar;0.192;6;40;5
Región del Biobío;NA;Titular1711;Nombre1711;Solar;0.264;11.04;232;4
Región de Atacama;NA;Titular462;Nombre462;Solar;5.28;222.16;126;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1871;Nombre1871;Solar;0.1872;8;90;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1948;Nombre1948;Solar;0.2496;10.43;228;3
Región de Atacama;NA;Titular448;Nombre448;Solar;6;169.02;66;2
Región de Valparaíso;NA;Titular1238;Nombre1238;Solar;1.8;68.32;55;3
Región de Coquimbo;NA;Titular525;Nombre525;Solar;0.288;9;40;3
Región del Maule;NA;Titular2074;Nombre2074;Solar;0.36;11.33;203;4
Región de Tarapacá;NA;Titular1190;Nombre1190;Solar;10.32;610;34;3
Región de Valparaíso;NA;Titular1382;Nombre1382;Solar;0.24;11;120;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1812;Nombre1812;Solar;0.288;12;84;5
Región de Tarapacá;NA;Titular1173;Nombre1173;Solar;3.6;170;18;4
Región de La Araucanía;NA;Titular690;Nombre690;Eólica;1.56;39.6;162;8
Región de Ñuble;NA;Titular950;Nombre950;Eólica;7.2;248;656;15
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1983;Nombre1983;Solar;3.504;121;294;2
Región de Coquimbo;NA;Titular526;Nombre526;Solar;7.128;394;192;4
Región de Antofagasta;NA;Titular43;Nombre43;Eólica-Solar;9.768;364;60;12
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1881;Nombre1881;Solar;0.264;15.4;276;3
Región de Ñuble;NA;Titular992;Nombre992;Solar;0.288;12;144;5
Región del Maule;NA;Titular2047;Nombre2047;Solar;0.288;13.3;245;5
Región de Tarapacá;NA;Titular1134;Nombre1134;Solar;0.324;10.79;31;5
Región del Maule;NA;Titular2244;Nombre2244;Solar;0.288;9;56;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1880;Nombre1880;Solar;0.216;9;246;3
Región de Antofagasta;NA;Titular172;Nombre172;Solar;1.032;64.14;32;5
Región de Tarapacá;NA;Titular1187;Nombre1187;Solar;0.288;12.5;15;4
Región de Arica y Parinacota;NA;Titular296;Nombre296;Solar;5.04;358.67;705;5
Región de Coquimbo;NA;Titular549;Nombre549;Solar;0.432;12.2;52;2
Región de La Araucanía;NA;Titular725;Nombre725;Solar;0.24;10.32;126;2
Región de Coquimbo;NA;Titular545;Nombre545;Solar;0.288;12;148;5
Región de Atacama;NA;Titular375;Nombre375;Solar;0.264;10.89;12;3
Región de Valparaíso;NA;Titular1333;Nombre1333;Solar;0.24;11.4;50;5
Región de Atacama;NA;Titular432;Nombre432;Solar;0.264;12.6;69;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1985;Nombre1985;Solar;0.276;10.75;204;2
Región de Los Ríos;NA;Titular888;Nombre888;Hidro;0.108;3;126;6
Región de Arica y Parinacota;NA;Titular293;Nombre293;Solar;5.04;358.7;330;2
Región de Antofagasta;NA;Titular222;Nombre222;Solar;0.324;10.79;78;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1732;Nombre1732;Hidro;0.72;11.5;48;3
Región de Antofagasta;NA;Titular129;Nombre129;Solar;3.432;200;10;5
Región de Atacama;NA;Titular392;Nombre392;Solar;0.264;12.5;66;4
Región de Arica y Parinacota;NA;Titular282;Nombre282;Solar;0.288;13.8;180;2
Región del Maule;NA;Titular2316;Nombre2316;Solar;4.5528;104.1;175;5
Región de Coquimbo;NA;Titular488;Nombre488;Eólica;2.8608;79.5;136;12
Región de Antofagasta;NA;Titular223;Nombre223;Solar;43.2;690;24;3
Región de Los Lagos;NA;Titular835;Nombre835;Hidro;0.0024;0.3;270;5
Región de Ñuble;NA;Titular961;Nombre961;Solar;0.288;12;688;2
Región de Antofagasta;NA;Titular70;Nombre70;Solar;0.288;9;88;2
Región del Biobío;NA;Titular1665;Nombre1665;Solar;0.216;11.016;248;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1963;Nombre1963;Solar;0.1752;7.5;30;4
Región de Valparaíso;NA;Titular1232;Nombre1232;Solar;0.144;7.2;210;5
Región del Biobío;NA;Titular1577;Nombre1577;Eólica;8.76;302.4;200;11
Región del Maule;NA;Titular2266;Nombre2266;Solar;0.264;11;28;2
Región de Los Ríos;NA;Titular872;Nombre872;Eólica;0.36;13.09;392;16
Región de Coquimbo;NA;Titular656;Nombre656;Solar;0.288;12.5;20;4
Región del Maule;NA;Titular2320;Nombre2320;Solar;0.216;10.67;287;4
Región de La Araucanía;NA;Titular712;Nombre712;Solar;0.264;11.04;234;4
Región de Valparaíso;NA;Titular1397;Nombre1397;Solar;0.12;3.23;125;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1839;Nombre1839;Solar;0.2688;11.188;150;3
Región del Maule;NA;Titular2177;Nombre2177;Solar;0.288;9.072;343;5
Región del Maule;NA;Titular2263;Nombre2263;Solar;0.264;9;91;5
Región del Biobío;NA;Titular1641;Nombre1641;Solar;0.192;6;336;5
Región de Ñuble;NA;Titular986;Nombre986;Solar;0.24;11.016;128;4
Región de Arica y Parinacota;NA;Titular280;Nombre280;Solar;0.24;9.644;435;3
Región del Biobío;NA;Titular1676;Nombre1676;Solar;0.288;12;232;2
Región de Coquimbo;NA;Titular628;Nombre628;Solar;0.24;17.64;144;4
Región de Ñuble;NA;Titular944;Nombre944;Eólica;5.52;194.4;720;11
Región de Valparaíso;NA;Titular1292;Nombre1292;Solar;0.6;14.45;100;4
Región de Tarapacá;NA;Titular1191;Nombre1191;Solar;6;205.71;44;4
Región de Atacama;NA;Titular343;Nombre343;Solar;0.24;10.66;93;5
Región de Valparaíso;NA;Titular1439;Nombre1439;Solar;0.24;12.79;190;2
Región de Ñuble;NA;Titular1062;Nombre1062;Solar;7.344;200;480;5
Región de Los Ríos;NA;Titular871;Nombre871;Eólica;0.36;13.09;14;9
Región de Valparaíso;NA;Titular1220;Nombre1220;Solar;0.1608;10.5;130;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1926;Nombre1926;Solar;1.848;69.8;126;4
Región de Los Ríos;NA;Titular899;Nombre899;Solar;0.432;9;154;2
Región del Maule;NA;Titular2046;Nombre2046;Solar;0.48;5;343;3
Región de Atacama;NA;Titular457;Nombre457;Solar;0.288;9;51;4
Región de Valparaíso;NA;Titular1379;Nombre1379;Solar;0.252;11.6;140;3
Región de Tarapacá;NA;Titular1129;Nombre1129;Solar;0.324;9;1;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1724;Nombre1724;Eólica;5.808;107;108;15
Región de Valparaíso;NA;Titular1221;Nombre1221;Solar;3.84;123;70;4
Región de Valparaíso;NA;Titular1359;Nombre1359;Solar;0.36;7.14;175;3
Región del Biobío;NA;Titular1637;Nombre1637;Solar;0.24;11;248;5
Región del Maule;NA;Titular2373;Nombre2373;Solar;0.216;10.5;252;2
Región de Los Ríos;NA;Titular919;Nombre919;Solar;0.36;10.54;406;4
Región de Atacama;NA;Titular458;Nombre458;Solar;0.288;9;54;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2026;Nombre2026;Solar;3.504;121;240;5
Región del Maule;NA;Titular2198;Nombre2198;Solar;0.288;12;189;2
Región de La Araucanía;NA;Titular756;Nombre756;Solar;0.24;12.64;81;2
Región de Atacama;NA;Titular355;Nombre355;Solar;17.184;540;96;2
Región de Coquimbo;NA;Titular617;Nombre617;Solar;0.24;8.77;16;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1932;Nombre1932;Solar;0.288;11.47;78;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1797;Nombre1797;Solar;0.36;9;30;5
Región de Atacama;NA;Titular428;Nombre428;Solar;0.216;10.87;15;3
Región de Los Ríos;NA;Titular877;Nombre877;Eólica;6.72;216;672;14
Región de Valparaíso;NA;Titular1225;Nombre1225;Solar;0.96;9;200;2
Región de Antofagasta;NA;Titular105;Nombre105;Solar;2.184;120.36;74;5
Región de Ñuble;NA;Titular972;Nombre972;Solar;0.24;11.016;336;4
Región de Antofagasta;NA;Titular142;Nombre142;Solar;5.712;265;74;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1943;Nombre1943;Solar;0.24;10.03;168;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2016;Nombre2016;Solar;0.1872;8;174;4
Región de Atacama;NA;Titular427;Nombre427;Solar;4.08;229;33;5
Región de Valparaíso;NA;Titular1486;Nombre1486;Solar;0.2088;8.02;45;3
Región de Antofagasta;NA;Titular89;Nombre89;Solar;96;1009.28;52;2
Región del Maule;NA;Titular2197;Nombre2197;Solar;1.584;24;280;4
Región de Atacama;NA;Titular413;Nombre413;Solar;0.24;10.46;102;3
Región de Antofagasta;NA;Titular188;Nombre188;Solar;0.288;12;76;3
Región del Biobío;NA;Titular1643;Nombre1643;Solar;0.216;11.016;264;3
Región del Biobío;NA;Titular1566;Nombre1566;Eólica;5.376;107.5;32;16
Región de Ñuble;NA;Titular995;Nombre995;Solar;0.216;10.16;560;2
Región de Tarapacá;NA;Titular1121;Nombre1121;Solar;15.24;381.8;47;2
Región de Valparaíso;NA;Titular1376;Nombre1376;Solar;0.24;3.23;65;2
Región de Los Lagos;NA;Titular816;Nombre816;Eólica;0.384;21.6;430;10
Región de Valparaíso;NA;Titular1272;Nombre1272;Solar;0.36;7.4952;10;4
Región del Maule;NA;Titular2080;Nombre2080;Solar;0.2928;10.178;70;2
Región de Valparaíso;NA;Titular1518;Nombre1518;Solar;1.08;24;80;2
Región de Antofagasta;NA;Titular74;Nombre74;Solar;0.36;9;48;3
Región de Antofagasta;NA;Titular19;Nombre19;Eólica;4.8;180;8;14
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1780;Nombre1780;Solar;0.36;12.5;36;2
Región de Coquimbo;NA;Titular618;Nombre618;Solar;0.288;9;48;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1738;Nombre1738;Solar;0.264;11;66;4
Región del Maule;NA;Titular2102;Nombre2102;Solar;0.324;9;210;3
Región de La Araucanía;NA;Titular760;Nombre760;Solar;0.24;10.33;81;2
Región de Valparaíso;NA;Titular1325;Nombre1325;Solar;0.1272;2.58;165;4
Región de Coquimbo;NA;Titular672;Nombre672;Solar;0.2256;10.5;176;2
Región de Tarapacá;NA;Titular1124;Nombre1124;Solar;7.272;371;26;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1764;Nombre1764;Solar;0.288;11.2;216;5
Región de Antofagasta;NA;Titular46;Nombre46;Eólica-Solar;18;539;48;10
Región de Valparaíso;NA;Titular1365;Nombre1365;Solar;0.144;6;175;5
Región del Biobío;NA;Titular1600;Nombre1600;Hidro;0.072;3;256;3
Región de Antofagasta;NA;Titular66;Nombre66;Solar;8.4;492;58;2
Región de Valparaíso;NA;Titular1369;Nombre1369;Solar;0.2544;10.66;165;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1751;Nombre1751;Solar;0.2016;8.5;276;2
Región de Valparaíso;NA;Titular1305;Nombre1305;Solar;0.24;12.16;105;3
Región de Valparaíso;NA;Titular1484;Nombre1484;Solar;0.144;7.5;180;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1911;Nombre1911;Solar;0.24;9.79;138;2
Región de Atacama;NA;Titular415;Nombre415;Solar;2.16;79;42;3
Región de Los Ríos;NA;Titular922;Nombre922;Solar;0.504;21.27;224;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1851;Nombre1851;Solar;0.156;9;36;4
Región de Los Lagos;NA;Titular790;Nombre790;Eólica;7.8;304;170;13
Región de Valparaíso;NA;Titular1229;Nombre1229;Solar;0.1992;8.27;175;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1772;Nombre1772;Solar;1.584;24;114;3
Región de Ñuble;NA;Titular952;Nombre952;Eólica-Solar;2.4072;90;608;9
Región del Maule;NA;Titular2203;Nombre2203;Solar;0.2448;10.77;105;5
Región de Valparaíso;NA;Titular1473;Nombre1473;Solar;0.2568;10.66;95;4
Región de Antofagasta;NA;Titular109;Nombre109;Solar;3.432;200;14;5
Región de Coquimbo;NA;Titular611;Nombre611;Solar;3.6;94.5;112;5
Región de Coquimbo;NA;Titular651;Nombre651;Solar;0.72;14.7;168;3
Región de Ñuble;NA;Titular1110;Nombre1110;Solar;0.3288;9;64;2
Región del Biobío;NA;Titular1716;Nombre1716;Solar;0.288;12;152;3
Región del Maule;NA;Titular2333;Nombre2333;Solar;4.8;201;301;2
