Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MMUS;Capacidad_MW;Posicion
Región de Coquimbo;Los Vilos;GENERADORA TILAMA SpA;Planta Solar Fotovoltaica Tilama;Solar;8;12.5;15
Región del Maule;Colbún;MVC SOLAR 24 SPA;Planta Fotovoltaica Curamachi;Solar;11;10.53;13
Región del Libertador Gral. Bernardo O’Higgins;Quinta de Tilcoco;Romeral Solar SpA;PFV Romeral Solar;Solar;11.8;11.75;6
Región Metropolitana de Santiago;Til-Til;BLUE SOLAR DIECISIETE SPA;Parque Solar Polpaico;Solar;7.2;7.204;1
Región del Maule;Teno;Milan Solar SpA;Planta Fotovoltaica Milán Solar;Solar;9;7.7;13
Región del Libertador Gral. Bernardo O’Higgins;Requinoa;Grupo energy Lancuyen spa;Planta Solar Lirios;Solar;10;11.0;6
Región de La Araucanía;Renaico;Consorcio Eólico Pulmahue SpA;Parque Eólico Tolpán Sur;Eólica;200;93.0;14
Región de Valparaíso;San Antonio;PFV LEYDA SPA;Planta Fotovoltaica La Marquesa;Solar;10;10.88;2
Región del Maule;Yerbas Buenas;PFV EL TRILE SPA;Parque Fotovoltaico El Trile;Solar;12;12.0;13
Región del Maule;Parral;Frangel SpA.;PROYECTO PARQUE SOLAR FOTOVOLTAICO FRANGEL;Solar;13;10.85;13
Región del Libertador Gral. Bernardo O’Higgins;Rengo;ARICA SOLAR 2 S.A;Proyecto Parque Solar Tricahue;Solar;9;9.0;6
Región Metropolitana de Santiago;Melipilla;Energy Lancuyen SpA;Planta Solar La Greda;Solar;10;11.0;1
Región del Biobío;Los Angeles-Mulchén-Negrete;NR Entre Ríos SpA;Parque Eólico Entre Ríos;Eólica;497;310.5;9
Región del Maule;Teno;Teno solar SpA;Planta Fotovoltaica Teno Solar SpA;Solar;6;5.81;13
Región Metropolitana de Santiago;Til-Til;Pacific Hydro Chile S.A;Parque Fotovoltaico Don Patricio;Solar;368;182.0;1
Región de Antofagasta;Antofagasta;ZAPALERI SPA;Parque Fotovoltaico Zaldivar;Solar;238;265.0;7
Región Metropolitana de Santiago;Lampa;Puntiagudo Energy SpA;Parque Fotovoltaico Chicauma del Verano;Solar;10.2;10.75;1
Región del Biobío;Los Angeles;Windkraft Cinco Chile SpA;Instalación de 2 Aerogeneradores LA Sur 2;Eólica;11.3;11.2;9
Región de Ñuble;Yungay;Parque Solar Esmeralda SpA;Parque Solar Esmeralda II;Solar;16.5;17.22;3
Región Metropolitana de Santiago;Til-Til;RUCASOL SPA;Parque Fotovoltaico Rucasol;Solar;11;10.13;1
Región de Antofagasta;Antofagasta;Andes Solar SPA;Ampliación Parque Fotovoltaico Los Andes, Fase III y IV;Solar;450;489.0;7
Región de Coquimbo;Illapel;Verbena Solar SpA;NUEVA CENTRAL SOLAR FOTOVOLTAICA VERBENA;Solar;64.2;63.76;15
Región Metropolitana de Santiago;Huechuraba;PV Power Chile SpA;Parque Fotovoltaico Medialuna;Solar;10.7;10.63;1
Región de Arica y Parinacota;Arica;Andino Solar SpA;Proyecto Fotovoltaico Andino;Solar;12;10.8;5
Región de Tarapacá;Pozo Almonte;GENERADORA Y DISTRIBUIDORA DE ENERGÍA OXUM SPA;PARQUE SOLAR OXUM DEL TAMARUGAL;Solar;326.5;362.76;8
Región Metropolitana de Santiago;Til-Til;ESMERALDA SOLAR SPA;Parque Fotovoltaico Polpaico Solar;Solar;12.8;14.0;1
Región de Valparaíso;Casablanca;Casablanca Energy SPA;Sol de Orrego;Solar;210;300.0;2
Región de Valparaíso;Casablanca;ANDINA SOLAR 14 SPA;Parque Fotovoltaico El Manzano III - Reingreso;Solar;3.1;2.3;2
Región del Maule;Chanco;TIKUNA SpA;Parque Solar Fotovoltaico Playero;Solar;13.5;10.725;13
Región de Los Lagos;Los Muermos-Puerto Montt;El Gato Hydro Chile Spa;Central Hidroeléctrica de Pasada El Gato;Hidro;30.5;6.0;12
Región de Los Ríos;Río Bueno;ENERGIA RENOVABLE RUBI SPA;PARQUE FOTOVOLTAICO LOS TAMBORES;Solar;15;13.2;4
Región del Libertador Gral. Bernardo O’Higgins;Marchihue;PV Power Chile SpA;Parque Fotovoltaico Campanas PMG;Solar;10.7;10.52;6
Región Metropolitana de Santiago;Lampa;Energía El Manzano SpA;Parque Fotovoltaico El Manzano 1;Solar;8.5;10.88;1
Región de Atacama;Diego de Almagro;Fotovoltaica Norte Grande 4 SpA;Actualización Proyecto Guanaco Solar;Solar;57.6;92.736;16
Región de Atacama;Vallenar;Tamarama SpA;Parque Fotovoltaico Tamarama;Solar;12;9.0;16
Región de Arica y Parinacota;Arica;Solarpack Chile Ltda.;Parque Solar Fotovoltaico Copihue;Solar;10;12.08;5
Región de Coquimbo;Los Vilos;CVE Proyecto Diez SpA;Parque Solar Casablanca;Solar;12;10.34;15
Región Metropolitana de Santiago;Melipilla;ANDINA SOLAR 3 SPA;Parque Fotovoltaico Bollenar;Solar;12.3;10.81;1
Región del Libertador Gral. Bernardo O’Higgins;Las Cabras;Rodrigo Carlos Sanz Lacaux;Parque Fotovoltaico Buganvilia;Solar;12;14.0;6
Región de Tarapacá;Alto Hospicio;Andromeda Solar SpA;Parque Fotovoltaico Andrómeda;Solar;12;9.0;8
Región del Maule;Parral;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Copihue 6 MW;Solar;9;7.22;13
Región de Antofagasta;Taltal;Colbún S.A.;Modificación de proyecto Parque Eólico Horizonte;Eólica;200;180.0;7
Región de Coquimbo;Andacollo;Solarig Development Chile SpA;Central Fotovoltaica Sol de Oro;Solar;29.4;7.0;15
Región de Antofagasta;Antofagasta;GR Notro SpA;Planta Fotovoltaica Lockma;Solar;11.5;10.725;7
Región Metropolitana de Santiago;Curacaví;ORION POWER S.A.;Parque Solar Fotovoltaico Curacaví;Solar;4.6;3.5;1
Región del Maule;Teno;GR Pitao SpA;Planta Fotovoltaica Teno Uno 9 MW;Solar;11.5;10.75;13
Región del Libertador Gral. Bernardo O’Higgins;Requinoa;Lirios de Chumaquito SpA;Parque Fotovoltaico Lirios de Chumaquito;Solar;10;11.56;6
Región de Ñuble;Ñiquén;Sol del Sur 22 SpA;Parque Fotovoltaico Lo Magdalena;Solar;9;11.016;3
Región de Valparaíso;Cartagena;Riccione Solar SpA;Planta Fotovoltaica Riccione Solar;Solar;12;11.41;2
Región del Libertador Gral. Bernardo O’Higgins;La Estrella;Agrícola Santa Lucía Ltda.;Parque Fotovoltaico Pulin;Solar;55;60.0;6
Región de Valparaíso;Papudo;MVC SOLAR 46 SpA;Parque Fotovoltaico Papudo - Quinquimo;Solar;11;9.936;2
Región de Magallanes y de la Antártica Chilena;Cabo de Hornos;Empresa Eléctrica de Magallanes S.A;Minicentral Hidroeléctrica río Guerrico;Hidro;8;1.0;11
Región del Maule;Curicó;Grupo energy Lancuyen spa;Lontué 2;Solar;10;7.5;13
Región de Antofagasta;Calama;Andes Green  Energy SPA;Termosolar Bundang-GU Calama;Solar;4000;1007.0;7
Región de Los Lagos;Calbuco;Parque Eólico Chara SpA;PMGD Eólico Chara;Eólica;11.7;9.0;12
Región de Ñuble;Coihueco;LUZ DE SOL 5 SPA;Parque Fotovoltaico Esperanza de Cato;Solar;10;11.016;3
Región Metropolitana de Santiago;Til-Til;CVE PROYECTO VEINTIUNO SPA;Planta Fotovoltaica Clemente Solar;Solar;7.6;6.0;1
Región de Tarapacá;Alto Hospicio;PAMPA PERDIZ SPA;Parque Fotovoltaico con Capacidad de Almacenamiento Pampa Perdiz;Solar;19.8;9.0;8
Región de Los Lagos;Llanquihue-Frutillar;Engie Energía Chile S.A.;Parque Eólico Loma Verde;Eólica;212;136.4;12
Región de Antofagasta;Calama;Victoria Solar SpA;Parque Fotovoltaico Verano de San Juan I;Solar;15;9.0;7
Región de Arica y Parinacota;Arica-Camarones;Engie Energía Chile S.A.;Modificación Planta Solar Fotovoltaica Pampa Camarones;Solar;210;358.7;5
Región de Antofagasta;Antofagasta;GR Tara SpA;Planta Fotovoltaica Ckilir;Solar;11.5;10.725;7
Región de Tarapacá;Pozo Almonte;El Condor Solar SpA;Proyecto Fotovoltaico Arenisca;Solar;12;10.8;8
Región del Maule;Talca;Daniel Solar SpA;Parque fotovoltaico Vaccaro;Solar;10;10.6;13
Región del Libertador Gral. Bernardo O’Higgins;Doñihue;Exploraciones Lonquimay S.A.;Proyecto Hidroeléctrico Alazán;Hidro;30;11.5;6
Región del Libertador Gral. Bernardo O’Higgins;San Fernando;Firenze Solar SpA;PLANTA FOTOVOLTAICA FIRENZE SOLAR;Solar;13;9.97;6
Región de Ñuble;San Carlos;LUMINOUS ENERGY SPA;PROYECTO PMGD LIRUTAO SAN CARLOS;Solar;12;9.68;3
Región de La Araucanía;Pucón;Inversiones Huife Ltda.;Pequeña Central Hidroeléctrica Llancalil;Hidro;23;6.9;14
Región de Los Ríos;Panguipulli;Bosch Rivera Limitada;Minicentral Hidroeléctrica Rio Mañio;Hidro;4.5;3.0;4
Región de Valparaíso;Panquehue;CVE Proyecto Treinta y Siete SpA;Ana Solar;Solar;8.7;8.02;2
Región Metropolitana de Santiago;Til-Til;Overo del Verano SpA;Parque Fotovoltaico Colihue del Verano;Solar;10.2;10.8;1
Región de Antofagasta;María Elena;SOLAR TI VEINTIOCHO SPA;Parque Fotovoltaico Caliche;Solar;12;12.37;7
Región Metropolitana de Santiago;Paine;PV Power Chile SpA;Parque Fotovoltaico Cantillana;Solar;10.7;10.64;1
Región Metropolitana de Santiago;El Monte;San Antonio SpA;Parque Fotovoltaico San Antonio del Monte Sunlight;Solar;10;10.41;1
Región de Antofagasta;Taltal;Enel Green Power Chile S.A.;Proyecto Parque Fotovoltaico Pampa Norte 2;Solar;143;200.0;7
Región del Maule;Teno;Amancay SpA;Parque Solar Fotovoltaico Amancay;Solar;10.2;10.77;13
Región Metropolitana de Santiago;Paine;CVE Proyecto Cuarenta y Dos SpA.;Ampelo Solar;Solar;6.5;6.54;1
Región del Maule;Retiro;GR Liun SpA;Planta Fotovoltaica Tamango 40 MW;Solar;33;48.2;13
Región de Coquimbo;Coquimbo;EL PEÑON SPA;Parque Fotovoltaico El Peñón;Solar;9;10.466;15
Región de Atacama;Tierra Amarilla-Copiapó;Copiapó Solar SpA;Parque Fotovoltaico Solar Wing;Solar;170;229.0;16
Región de Atacama;Freirina;PARSOSY SUNNA SpA;Parque Solar La Totora;Solar;74;84.64;16
Región Metropolitana de Santiago;Paine;CVE Proyecto Doce SpA;Parque Fotovoltaico Margarita Solar;Solar;12;15.8;1
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;ORION POWER SpA;Parque solar fotovoltaico Los Quilos;Solar;20;11.189;6
Región de Antofagasta;Calama;TRIVENTO SPA;Parque Solar Quetena;Solar;12;9.9;7
Región de Valparaíso;Panquehue;CARA CHOKOA SOLAR SPA;Parque Fotovoltaico Sol de Panquehue;Solar;9;10.71;2
Región de Ñuble;Chillán;MVC SOLAR 49 SpA;Parque Fotovoltaico Santa María;Solar;11;11.0;3
Región de Coquimbo;Vicuña;CVE Proyecto Diecisiete SpA;Nueva Central Solar Fotovoltaica Santa Francisca;Solar;7.6;6.02;15
Región de Valparaíso;Rinconada;Auco Sunlight SpA;Parque Fotovoltaico Auco Sunlight;Solar;10;12.79;2
Región del Libertador Gral. Bernardo O’Higgins;Palmilla;PV Power Chile SpA;Parque Fotovoltaico Palmilla Cruz;Solar;10.7;10.52;6
Región de Ñuble;San Carlos;PV Power Chile SpA;Parque Fotovoltaico Itihue;Solar;10.7;10.65;3
Región del Libertador Gral. Bernardo O’Higgins;San Fernando;PFV PEQUEN SPA;Parque Fotovoltaico Pequén;Solar;66;24.0;6
Región de La Araucanía;Renaico;Sol del Sur 8 SpA;Parque Fotovoltaico Parronal;Solar;9;11.016;14
Región de Los Lagos;Puerto Montt;Hidroeléctrica Lumen S.A.;Central Hidroeléctrica del Río Chaica;Hidro;15;7.3;12
Región Metropolitana de Santiago;Talagante;LUMINOUS ENERGY SPA;Proyecto PMGD El Monte;Solar;12;10.44;1
Región del Biobío;Arauco-Curanilahue;Arauco Bioenergía S.A;PARQUE EOLICO VIENTO SUR;Eólica;250;215.0;9
Región de La Araucanía;Freire;ENERGIA RENOVABLE ZAFIRO SPA;Parque Fotovoltaico Bellavista;Solar;11;11.0;14
Región de Ñuble;Quirihue;Sociedad Energías Renovables El Mañío SpA;PMGD FV Amanecer de Ñuble;Solar;9;7.205;3
Región del Libertador Gral. Bernardo O’Higgins;Rengo;TIPAUME SUNLIGHT SPA;PARQUE FOTOVOLTAICO TIPAUME SUNLIGHT;Solar;10;9.59;6
Región de Atacama;Copiapó;Copiapo Energía Solar SPA;PARQUE FOTOVOLTAICO Y ALMACENAMIENTO COPIAPÓ ENERGÍA SOLAR;Solar;293;407.0;16
Región del Biobío;Los Angeles;Pedro Solar SpA;Parque Fotovoltaico María Dolores;Solar;10;10.64;9
Región Metropolitana de Santiago;Maipú;CVE Proyecto Cuarenta y Ocho SpA.;Hortensia Solar;Solar;11;11.898;1
Región Metropolitana de Santiago;Colina-Til-Til;Acciona Energía Chile SpA;Planta Solar Fotovoltaica Oro y Cielo;Solar;72;107.5;1
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;CATALINA DE VERANO SPA;Parque Fotovoltaico Catalina del Verano;Solar;40;63.07;6
Región de Atacama;Freirina;Ibereolica Cabo Leones III;Parque Eólico Cabo Leones III;Eólica;181.7;173.25;16
Región de Valparaíso;La Ligua;Parque Solar Altos Lao SpA;Proyecto Fotovoltaico El Ingenio;Solar;10.7;10.66;2
Región de Ñuble;Yungay;MVC SOLAR 11 SPA;Planta Fotovoltaica Agrovisión;Solar;11;10.53;3
Región del Maule;Molina;PFV HALCON PEREGRINO SPA;Parque Fotovoltaico Halcón Peregrino;Solar;50.6;22.0;13
Región del Biobío;Los Angeles;YANQUI SOLAR SPA;Yanqui Solar;Solar;8;8.0;9
Región de La Araucanía;Loncoche;Canelillo Solar SpA;Canelillo Solar;Solar;10;10.32;14
Región del Libertador Gral. Bernardo O’Higgins;Rengo;Grupo energy Lancuyen spa;Planta Solar Lo Miguel;Solar;10;11.0;6
Región del Maule;Teno;Venezia Solar SpA;Planta Fotovoltaica Venezia Solar;Solar;12;11.7;13
Región de Valparaíso;Quintero;Solek Chile Services SpA;Parque Fotovoltaico Colmo;Solar;10;10.61;2
Región de Valparaíso;Quintero;Flux Solar Energías Renovables SpA;Parque Fotovoltaico Loncura;Solar;8.1;10.3;2
Región del Maule;San Clemente;Cahuil Solar II S.p.A.;PLANTA FOTOVOLTAICA CAHUIL SOLAR II;Solar;6.6;7.2;13
Región de Atacama;Vallenar;Energía Renovable Violeta SpA;Parque solar fotovoltaico Ceibo;Solar;220;324.87;16
Región del Maule;Vichuquén;Solek Chile Services SpA;Parque Fotovoltaico La Quirigua;Solar;10;10.66;13
Región del Libertador Gral. Bernardo O’Higgins;San Fernando;PFV LAS GARZAS SPA;Parque Fotovoltaico Las Garzas;Solar;12;11.2;6
Región de Coquimbo;Illapel;Verbena Solar SpA;Nueva Central Solar Fotovoltaica Verbena;Solar;64.2;74.659;15
Región de Atacama;Vallenar;ORION POWER S.A.;Parque Solar Fotovoltaico Marañón;Solar;12;11.84;16
Región de Tarapacá;Pozo Almonte;Tamarugal Solar 1 S.A.;Parque Fotovoltaico Bellavista;Solar;18;9.0;8
Región Metropolitana de Santiago;Til-Til;Enel Green Power Chile S.A.;Optimización Parque Solar Samantha;Solar;160;115.81;1
Región del Maule;Maule;PLANTA SOLAR CARMENCITA SPA;Planta Solar Carmencita;Solar;10;10.53;13
Región de Ñuble;Chillán;Inmobiliaria e Inversiones Lancuyen SpA.;Planta Solar Oro Verde;Solar;10;11.0;3
Región del Maule;San Rafael;Fotovoltaica San Rafael SpA;Parque Fotovoltaico San Rafael;Solar;12.2;12.23;13
Región Metropolitana de Santiago;San Pedro;PALERMO SOLAR SpA;Planta Fotovoltaica Palermo Solar SpA;Solar;14;11.49;1
Región del Libertador Gral. Bernardo O’Higgins;Palmilla;CVE Proyecto Sesenta y Cuatro SpA;Parque Fotovoltaico Los Naranjos;Solar;11;9.0;6
Región de Tarapacá;Pozo Almonte;ANDES GREEN ENERGY S.A.;GHUNGNAM KCS;Solar;2789.1;1009.28;8
Región de Atacama;Tierra Amarilla;Solek Chile Services SpA;Parque Fotovoltaico Jotabeche;Solar;10;10.61;16
Región del Libertador Gral. Bernardo O’Higgins;Malloa-San Fernando;SONNEDIX PELEQUEN SOLAR SPA;Parque Solar Pelequén;Solar;140;175.0;6
Región de Coquimbo;Ovalle;Camarico Solar Dos SpA;PMGD 3008-PSF Los Nogales 9MW;Solar;14;11.1;15
Región Metropolitana de Santiago;Padre Hurtado;PLANTA SOLAR LAS BRISAS SPA;Planta Solar Las Brisas;Solar;10;11.0;1
Región de Antofagasta;Sierra Gorda;El Condor Solar SpA;Proyecto Fotovoltaico Amanecer;Solar;12;13.33;7
Región del Libertador Gral. Bernardo O’Higgins;Machalí;COX MACHALI SPA;PSF CE Machalí;Solar;10;10.8;6
Región del Biobío;Los Angeles;Montajes Cielpanel SpA;PROYECTO FOTOVOLTAICO CE EL AVELLANO A.9;Solar;10;10.16;9
Región del Libertador Gral. Bernardo O’Higgins;San Vicente;PFV LAS TENCAS SPA;Parque Fotovoltaico Las Tencas;Solar;12;12.0;6
Región del Biobío;Los Angeles;Energia Renovable Verano Tres SpA;Parque Eólico Rarinco;Eólica;280;198.0;9
Región de Antofagasta;Mejillones;Michilla Solar SpA;Parque fotovoltaico Michilla;Solar;12;9.0;7
Región de Los Ríos;La Unión-Paillaco;Parque Eólico Pidenco SpA;Parque Eólico El Rancho;Eólica;319.2;216.0;4
Región de Antofagasta;Antofagasta;Chungungo Solar SpA;Parque Solar Fotovoltaico Chungungo Solar;Solar;9.5;12.5;7
Región de Coquimbo;Vicuña-Río Hurtado;The Association of Universities for Research in Astronomy Inc.;Parque Fotovoltaico y sistema de almacenamiento de energía para el suministro eléctrico a los telescopios SOAR, Gemini Sur, Rubin y sus Instalaciones de Soporte en Cerro Pachón;Solar;10;4.5;15
Región Metropolitana de Santiago;Colina;Peldehue Solar SpA;Parque Fotovoltaico Peldehue Solar;Solar;120;120.0;1
Región Metropolitana de Santiago;Lampa;Ducula SpA;Dúcula Solar;Solar;10;10.5;1
Región de Arica y Parinacota;Arica;Solarpack Chile Limitada;Parque Solar Fotovoltaico San Marcos Etapa 2;Solar;10;6.79;5
Región de Valparaíso;San Antonio;Rivazzurra Solar SpA;Planta Fotovoltaica Rivazzurra Solar;Solar;25;14.45;2
Región de Ñuble;Yungay;Empresa Eléctrica Peumo SpA;Parque Solar Peumo;Solar;7.4;9.68;3
Región Metropolitana de Santiago;Quilicura-Lampa;Grupo energy Lancuyen spa;Planta Solar Santo Tomás;Solar;10;11.0;1
Región del Maule;Yerbas Buenas-San Javier;CERRILLO SOLAR SPA;El Cerrillo Solar;Solar;88;90.0;13
Región Metropolitana de Santiago;Pudahuel;Planta Solar El Noviciado SpA.;Planta Solar El Noviciado;Solar;10;11.0;1
Región del Maule;Linares;AILIN FOTOVOLTAICA SPA;Fotovolt Linares 2;Solar;5;5.97;13
Región del Libertador Gral. Bernardo O’Higgins;Doñihue;Miscanti de Verano SpA;Parque Fotovoltaico Aromo del Verano;Solar;10.2;10.8;6
Región de Atacama;Tierra Amarilla;AR Valle Escondido SpA;Proyecto Solar Valle Escondido;Solar;150;105.0;16
Región de Coquimbo;Illapel;SIETE COLORES SpA;Parque Solar Siete Colores;Solar;8;8.0;15
Región Metropolitana de Santiago;María Pinto;Oenergy Generación Solar Distribuida SpA;Parque Fotovoltaico Los Cisnes;Solar;12;7.9;1
Región Metropolitana de Santiago;Pirque;ORION POWER S.A.;Parque Solar Fotovoltaico Los Maitenes;Solar;20;15.68;1
Región de Tarapacá;Pozo Almonte;Amunche Solar SpA;Parque Solar Fotovoltaico Arrebol;Solar;18;12.08;8
Región de Antofagasta;Tocopilla;ENGIE Energía Chile S.A.;Tamaya Solar;Solar;101;122.4;7
Región de Los Lagos;Puerto Varas-Puerto Montt-Los Muermos-Fresia-Llanquihue;Eólica Los Lagos SpA;Parque Eólico Los Lagos del Sur;Eólica;312;283.8;12
Región de Antofagasta;Taltal;Colbún S.A.;Central de Bombeo Paposo para almacenamiento, generación y transporte de energía;Hidro;1400;800.0;7
Región de Ñuble;Portezuelo-Ninhue;Inversiones BOSQUEMAR Ltda;Parque Renovable Entre Cerros;Eólica-Solar;100.3;90.0;3
Región de Coquimbo;Ovalle;Diego Almagro Solar 3 S.A.;Parque Solar Recoleta;Solar;18;10.47;15
Región Metropolitana de Santiago;Colina-Lo Barnechea;ECO SANTIAGO SPA;Parque Solar Cordillera;Solar;315;190.09;1
Región de Antofagasta;Calama;Acciona Energía Chile SpA;Parque Fotovoltaico USYA;Solar;43;64.14;7
Región Metropolitana de Santiago;Colina-Til-Til;Engie Energía Chile S.A.;Parque Fotovoltaico Libélula;Solar;140;199.2;1
Región de Valparaíso;Nogales;La Pena Solar SpA;Parque Fotovoltaico La Pena;Solar;10.6;10.66;2
Región del Maule;San Javier;Parque Solar El Paso Spa;Parque Solar El Paso;Solar;7.4;6.15;13
Región del Biobío;Los Angeles;MVC Solar 38 SpA;Parque fotovoltaico La Perla;Solar;9;9.0;9
Región de Valparaíso;Rinconada;PMGD Santuario SpA;Repotenciamiento Proyecto PMGD Santuario I;Solar;2.9;4.1;2
Región de Antofagasta;Antofagasta;GR Toromiro SpA;Planta Fotovoltaica Ckontor;Solar;12;10.75;7
Región del Libertador Gral. Bernardo O’Higgins;San Vicente;GR Ciprés SpA;Planta Fotovoltaica San Vicente;Solar;7.8;8.0;6
Región de La Araucanía;Renaico;Parque Eólico Renaico S.p.A;Parque Eólico Las Viñas (Renaico II);Eólica;117;58.65;14
Región de Coquimbo;Los Vilos;PS Maimalicán SpA.;PSFV Maimalicán;Solar;10;13.0;15
Región Metropolitana de Santiago;Buin;SOLAR TI CUARENTA Y TRES SPA;Parque Fotovoltaico El Capitán;Solar;10;9.68;1
Región del Biobío;Los Angeles-Cabrero;Pillanco SpA;Parque Fotovoltaico Pillancó;Solar;236;161.45;9
Región del Biobío;Cabrero;GR PALI AIKE SPA;Parque Fotovoltaico Monte Águila;Solar;264;290.0;9
Región de Antofagasta;Mejillones;INVERSIONES LINCE SOLAR SPA;Parque Lince Solar;Solar;58;75.41;7
Región de La Araucanía;Los Sauces;MVC SOLAR 50 SpA;Parque Fotovoltaico El Sauce;Solar;11;11.22;14
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Santa Emilia;Solar;13.5;10.79;6
Región de Antofagasta;Calama;Victoria Solar SpA;Parque Fotovoltaico Verano de San Juan I;Solar;10.2;9.0;7
Región del Maule;San Javier;PLANTA SOLAR EL CARDONAL SPA;PLANTA SOLAR EL CARDONAL;Solar;20;5.0;13
Región del Maule;Colbún;Colbún S.A.;Parque Fotovoltaico Machicura;Solar;9;10.584;13
Región de Valparaíso;Nogales-La Calera;LOS CAÑONES SUNLIGHT SpA;Parque Fotovoltaico Cañones Sunlight;Solar;10;11.4;2
Región de Coquimbo;La Serena-La Higuera-Vicuña;Alto Solar SPA;Parque Fotovoltaico Alto Solar;Solar;61.3;212.01;15
Región de Antofagasta;Calama-Sierra Gorda;Likana Solar SpA;Optimización Planta Solar Likana;Solar;1800;690.0;7
Región de Tarapacá;Pozo Almonte-Huara;Tamarugal del Verano SpA;Parque Fotovoltaico Tamarugal del Verano;Solar;150;170.0;8
Región de Valparaíso;Casablanca-Algarrobo;PARQUE SOLAR CASABLANCA SPA;Planta Solar Fotovoltaica con Almacenamiento de Energía Pradera Larga;Solar;105.4;100.0;2
Región de Atacama;Vallenar;Nueva Gales SpA;Parque Fotovoltaico Nueva Gales;Solar;12;9.0;16
Región del Biobío;Lebu;Parque Eólico Lebu Norte SpA;PARQUE EÓLICO LEBU NORTE;Eólica;25;14.4;9
Región de Atacama;Copiapó;Golden Sun SpA;Golden Sun;Solar;205;265.48;16
Región Metropolitana de Santiago;Til-Til;Parsosy Belenos SpA;Proyecto Solar Til Til 2;Solar;12;12.15;1
Región Metropolitana de Santiago;Lampa;CVE Proyecto Veintidos SpA;Parque Fotovoltaico Isidora Solar;Solar;7.8;11.87;1
Región de La Araucanía;Traiguén;Solarnet Chile;PARQUE FOTOVOLTAICO TRAIGUÉN;Solar;10;12.64;14
Región de Valparaíso;Casablanca;PSF Alicanto Solar SpA;Parque Solar Alicanto;Solar;125;70.0;2
Región Metropolitana de Santiago;El Monte;Callaqui de Verano SpA;Ampliación Parque Fotovoltaico El Monte Solar;Solar;6.2;6.01;1
Región de Coquimbo;Ovalle;Enel Green Power Chile S.A.;Parque Eólico Cerro Los Loros;Eólica;150;79.2;15
Región Metropolitana de Santiago;Lampa;LASCAR Energy SpA;Parque Fotovoltaico Fuster del Verano;Solar;10.2;10.75;1
Región de Atacama;Vallenar;Generadora Michay SpA.;Planta Solar Fotovoltaica Michay;Solar;11;12.6;16
Región del Biobío;Santa Juana-Los Angeles-Mulchén;Inversiones San Carlos SpA;Central Hidroeléctrica San Carlos;Hidro;420;154.4;9
Región del Libertador Gral. Bernardo O’Higgins;Chimbarongo;Chaquihue SpA;Parque Solar Fotovoltaico Chaquihue;Solar;6.5;6.54;6
Región del Maule;Colbún;Los Libertadores Solar Spa;Parque Solar Panimávida;Solar;12;9.0;13
Región de Valparaíso;San Felipe;PV Power Chile SpA;Parque Fotovoltaico Almendra;Solar;7.5;7.01568;2
Región de Atacama;Vallenar;GR Pacama SpA;Parque Fotovoltaico Algarrobal 200 MW;Solar;220;222.16;16
Región de Valparaíso;Quillota;San Francisco V SpA;PSF San Francisco V;Solar;6;7.2;2
Región Metropolitana de Santiago;San Pedro;PELEQUEN SUR SPA;Nueva Central Solar Fotovoltaica San Ramiro;Solar;10.4;10.36;1
Región Metropolitana de Santiago;Buin;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Javiera Carrera;Solar;13.5;10.79;1
Región del Biobío;Los Angeles;Montajes Cielpanel SpA;PROYECTO FOTOVOLTAICO CE CANTERAS C9;Solar;10;9.55;9
Región del Biobío;Los Angeles;ENERGY HEAD CONSULTING SpA;San Eugenio Solar;Solar;12;12.0;9
Región del Maule;Colbún;MVC SOLAR 24 SPA;Machicura I;Solar;11;11.016;13
Región de Antofagasta;Calama;ENGIE Energía Chile S.A.;Parque Eólico Calama;Eólica;200;162.0;7
Región de La Araucanía;Nueva Imperial;Andrés Pablo Vásquez Mena;Parque Fotovoltaico Imperial Solar;Solar;9;10.0;14
Región de La Araucanía;Victoria;Solar Victoria Spa;Parque Solar Victoria;Solar;12;11.07;14
Región del Biobío;Cabrero;APOLO SOLAR SPA;Parque Fotovoltaico El Cortijo;Solar;12;9.0;9
Región de Tarapacá;Pozo Almonte-Alto Hospicio;INVERSIONES IQUIQUE SOLAR SPA;Parque Iquique Solar;Solar;110;131.58;8
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;ORION POWER S.A.;Parque Solar Fotovoltaico La Gamboína;Solar;9;6.47;6
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;ORION POWER S.A.;Parque Solar Fotovoltaico Los Quilos;Solar;20;11.0;6
Región de Coquimbo;Coquimbo;Yumbrel Solar SpA.;Parque Solar Paihuen;Solar;18;12.2;15
Región del Libertador Gral. Bernardo O’Higgins;Rengo;GR Tamarugo SpA;Planta Fotovoltaica Rinconada;Solar;7.8;8.0;6
Región del Libertador Gral. Bernardo O’Higgins;Doñihue;CVE Proyecto Veintisiete SpA.;Hefesto Solar;Solar;10;11.7;6
